evidence_id,duplicate_key,platform,source_url,published_at,lodgement_at,decision_at,application_status,event_observed,waiting_minutes,waiting_days,education_level,study_sector,submit_location,source_quality_tier,record_quality_score,parser_confidence,requires_manual_review,collected_at,content_sha256

